package,bullet_id,bullet_hash,text
broom,25,eb0534c1abd2f176386763bb5a2477d2,Clarifies errors and warnings for deprecated and unmaintained tidiers.
broom,26,f643e1511a735e099d5ba95016668de3,Ensures that tidiers are placed in files named according to the model-supplying package rather than the model object class for easier navigability of the source code.
broom,27,4071aa2c11c78bfbc18c9ec10896ff1c,"Fix `glance.fixest` error when model includes only fixed effects and no regressors (`#1018` by `@​arcruz0`, `#1088` by `@​vincentarelbundock`)."
broom,28,0a425a96944684a896fad05e6ce66bec,"Address excessive messaging from `tidy.speedlm` (`#1084` by `@​cgoo4`, `#1087` by `@​vincentarelbundock`)."
broom,29,d0dcda4d70e27fa885ac4569e2750ac0,"Add `nobs` column to the output of `glance.svyglm` (`#1085` by `@​fschaffner`, `#1086` by `@​vincentarelbundock`)."
broom,30,0c3f54efe2212169a06d76003b3fcfb0,Ensure `tidy.prcomp` description entries use consistent punctuation (`#1072` by `@​PursuitOfDataScience`).
broom,31,1f7494f17e4954215c4efdde1b9bb361,Address breaking changes in `glance.fixest` and `tidy.btergm`.
broom,32,ae98c06913859bbd5b6ad5e9b5d3ce20,Simplify handling of `MASS::polr` output in the corresponding `tidy` and `augment` methods.
broom,33,30454f5e33b1b411a7cacedf11650a8f,Align continuous integration with current standards in tidymodels packages.
broom,34,298eefe8af366a1a3492d5d2158d2fcd,Addressed issue with the ordering of original observations in `augment.rqs`. Now function preserves the original `data.frame` names also when the input `data.frame` only has one column (`#1052` by `@​ilapros`).
broom,35,50eaeb6f2bcd351c3e22ebb019040969,Addressed warning from `tidy.rma` when `x$ddf` has length greater than 1 (`#1064` by `@​wviechtb`).
broom,36,11f8017e3f90893642431afc157c2b20,Fix errors in `glance.lavaan` in anticipation of upcoming `tidyr` release (`#1067` by `@​DavisVaughan`).
broom,37,327470369b085861e1c6dd155ce36479,Corrected the confidence interval in `tidy.crr()`. The `tidy.crr(conf.level=)` argument was previously ignored (`#1068` by `@​ddsjoberg`).
broom,38,e88988428e62aa045fb5d58ffe3bf3da,Clarifies error when `pysch::mediate` output is dispatched to `tidy.mediate` (`#1037` by `@​LukasWallrich`).
broom,39,5cbcccc899668bb71e452786e5f87e73,Allows user to specify confidence level for `tidy.rma` (`#1041` by `@​TarenSanders`)
broom,40,890309c3eb8a863e75431506eb5625fa,Clarifies documentation related to usage of `augment_columns()`; most package users should use `augment()` in favor of `augment_columns()`. See `?augment_columns` for more details.
broom,41,8e3d1963a78a69b4741ba166b1cba8a4,Extends support for `emmeans` by fixing non-standard column names in case of asymptotically derived inferential statistics. (`#1046` by `@​crsh`)
broom,42,16f12c3b32154577f159dbafa5abbeaf,"Fixes use of index columns in `augment.mlogit` and adds `.resid` column to output. (`#1045`, `#1053`, `#1055`, and `#1056` by `@​jamesrrae` and `@​gregmacfarlane`)"
broom,43,26159ed9af3749f94a334fda14005b6e,Correct column naming of standard error measures in `glance.survfit()`.
broom,44,6f0d0119987d0b1eecb2d5982e5b9b5b,Various bug fixes and improvements to documentation.
broom,45,f8e913d957cb7c5ef8bba4b005e30a5e,"Fixes confidence intervals in `tidy.crr()`, which were previously exponentiated when `exponentiate = FALSE` (`#1023` by `@​leejasme`)"
broom,46,183d67d424f88f6e059be74e1ad6848e,"Deprecates `Rchoice` tidiers, as the newest 0.3-3 release requires R 4.0+ and does not re-export needed generics."
broom,47,422e593be25feee5e3833fe44b175f5f,Updates to `ergm` tidiers in anticipation of changes in later releases. (`#1034` by `@​krivit`)
broom,48,9a65f63fdd79bafa68c055afed52d1b4,Fixed bug in `glance.ergm` related to handling of MCMC details.
broom,49,b18d3b6acdc4dd663ec0e19475f6f480,Address breakages in unit tests for {fixest} tidiers.
broom,50,73ef6178178a4d2c25ccea52a7d8bbdb,Fixed bug in `tidy.epi.2by2` that resulted in errors with new version of `epiR` (`#1028` by `@​nt-williams`)
broom,51,9d012bcddc9f31cead525e2dd4a94819,Added `exponentiate` argument to `tidy.gam()` tidier applicable for parametric terms (`#1013` by `@​ddsjoberg`)
broom,52,e317b00abbaacb0fcab194b6ba13d798,Added `exponentiate` argument to `tidy.negbin()` tidier (`#1011` by `@​ddsjoberg`)
broom,53,e9bd338bb1d3ade31e91a2e8ac654ec4,Fixed failures in `spdep` tidiers following breaking changes in the most recent release
broom,54,2dae63e42daa851883eb9ee416d6925b,Various bug fixes and improvements to documentation
broom,55,506862354d7119643653c320f59e685c,Fixed bug in `augment` tidiers resulting in `.fitted` and `.se.fit` array columns.
broom,56,6629e5ac6daabf24859e8ea4eefe2110,Fixed bug that made column `y` non-numeric after `tidy_xyz` (`#973` by `@​jiho`)
broom,57,6bfb28f1c4a5a7df0d2baefd5e9ebaa7,Added tidiers for `MASS:glm.nb` (`#998` by `@​joshyam-k`)
broom,58,d334c40bc4a9df7d7521144873592d35,Fixed bug in `tidy.fixest` that sometimes prevented arguments like `se` from being used (`#1001` by `@​karldw`)
broom,59,4019b73860206bbf07c7ba49be0ab9fb,Fixed bug in `tidy.fixest` that resulted in errors when columns with name `x` are present (`#1007` by `@​grantmcdermott`)
broom,60,c2293a256a93e4b00a54a0494cfe2fd7,Moved forward with planned deprecation of `gamlss` tidiers in favor of those provided in `broom.mixed`
broom,61,2dae63e42daa851883eb9ee416d6925b,Various bug fixes and improvements to documentation
broom,62,186cead78b10cc0337c1b73bfd5cc8c8,Fixed bug in the `nnet::multinom` tidier in the case that the response variable has only two levels (`#993` by `@​vincentarelbundock` and `@​hughjonesd`)
broom,63,2dae63e42daa851883eb9ee416d6925b,Various bug fixes and improvements to documentation
broom,64,00c883d65796b9cc777cb0899d49ee76,Add tidiers for `Rchoice` objects (`#961` by `@​vincentarelbundock` and `@​Nateme16`)
broom,65,1ce91ca247f3e64ecb655f7dda58463f,Add tidiers for objects produced by `car::leveneTest` (`#968` by `@​vincentarelbundock` and `@​mkirzon`)
broom,66,f334d9de59911105ab71347773c35e32,Add tidiers for objects produced by `cmprsk::crr` (`#971` and `#552` by `@​vincentarelbundock` and `@​margarethannum`)
broom,67,1329b47c2b2bb23baedca32bf34cd996,Add an `augment()` method for `gam` objects (`#975` and `#645` by `@​vincentarelbundock`)
broom,68,538b53849cc91a96c41f4b071d1e6ecc,Add tidiers for `vars` objects (`#979` and `#161` by `@​vincentarelbundock` and `@​Diego-MX`)
broom,69,a64e8d87bf2b20ac46d0def385e754a6,`tidy.emmGrid` can now return `std.error` and `conf.*` columns at the same time. (`#962` by `@​vincentarelbundock` and `@​jmbarbone`)
broom,70,d5934e138a96778bb7e95977e45c62a2,`tidy.garch` can now produce confidence intervals (`#964` by `@​vincentarelbundock` and `@​IndrajeetPatil`)
broom,71,30d685b49b700e29ef80d53783b1bc61,`tidy.coxph` can now report confidence intervals on models utilizing penalized/clustering terms (`#966` by `@​vincentarelbundock` and `@​matthieu-faron`)
broom,72,baacb8c537753e3738409e9aa92448b0,`augment.lm` now works when some regression weights are equal to zero (`#965` by `@​vincentarelbundock` and `@​vnijs`)
broom,73,0e6f39f2bbb92b11ebd178f496fb8269,"`tidy.coxph` can now handle models utilizing penalized/clustering terms (`#966` and `#969` by `@​vincentarelbundock`, `@​matthieu-faron`, and `@​KZARCA`)"
broom,74,4e924c5122d394fd9d1b8da8cfca298e,Fix bug in `tidy.speedglm` on R 4.0.0+ (`#974` by `@​uqzwang`)
broom,75,a0dc49c020fc3f69394ce1d6f8692434,tidy.multinom works with matrix response (`#977` and `#666` by `@​vincentarelbundock` and `@​atyre2`)
broom,76,8f0e8b11904597fbb476cc60f58b2635,Various bug fixes and improvements to documentation and errors.
broom,77,567a94442b5385a66c14e6e175a2653e,Restores tidiers for `summary.lm` objects (`#953` by `@​grantmcdermott`)
broom,78,cad0b7beb28c1f781eae5b8a7eeb278c,"Deprecate tidiers for the `lfe` package, which was archived from CRAN."
broom,79,8f0e8b11904597fbb476cc60f58b2635,Various bug fixes and improvements to documentation and errors.
broom,80,8f0e8b11904597fbb476cc60f58b2635,Various bug fixes and improvements to documentation and errors.
broom,81,9955ad8b424fb02eb644edb4da089284,Add tidiers for `margins` objects. (`#700` by `@​grantmcdermott`)
broom,82,e82bff8a8d406b8bf4d1703de8bc9dcb,Added tidier methods for `mlogit` objects (`#887` by `@​gregmacfarlane`)
broom,83,db5d46a25415b1b03a445fa11bf83a31,Add `glance.coeftest()` method (`#932` by `@​grantmcdermott`)
broom,84,b79360466a43eb57757f29de3da362d4,Extended the `glance.aov()` method to include an `r.squared` column!
broom,85,1cb9360100051dd056ecad288b71080e,`glance.survfit()` now passes `...` to `summary.survfit()` to allow for adjustment of RMST and other measures (`#880` by `@​vincentarelbundock`)
broom,86,95621318b9b817067e0c0c902a65bba9,Several unsupported model objects that subclass `glm` and `lm` now error more informatively.
broom,87,efc0b31d1e45986e275e6c093d1d873d,A number of improvements to documentation throughout the package.
broom,88,ea121659802911084b65f969125c40ca,Fixed `newdata` warning message in `augment.*()` output when the `newdata` didn't contain the response variable---augment methods no longer expect the response variable in the supplied `newdata` argument. (`#897` by `@​rudeboybert`)
broom,89,877c7176a0d27feed0e210229c9920d3,Fixed a bug related to `tidy.geeglm()` not being sensitive to the `exponentiate` argument (`#867`)
broom,90,4108d87e356b0bb6a32f7df7930db444,Fixed `augment.fixest()` returning residuals in the `.fitted` column. The method also now takes a `type.residuals` argument and defaults to the same `type.predict` argument as the `fixest` `predict()` method. (`#877` by `@​karldw`)
broom,91,18f57edc7ca927c4b8d08591586bdb97,"Fix `tidy.felm` confidence interval bug. Replaces ""robust"" argument with ""se.type"". (`#919` by `@​grantmcdermott`; supersedes `#818` by `@​kuriwaki`)"
broom,92,89fa4ac08b6109c23aa561e79892c41a,Fix a bug in `tidy.drc()` where some term labels would result in the overwriting of entries in the `curve` column (`#914`)
broom,93,c48430b69d05833362668aa0bcb66052,Fixed bug related to univariate zoo series in `tidy.zoo()` (`#916` by `@​WillemVervoort`)
broom,94,e6ba940e3a2a8683c3260bf768d66d5f,"Fixed a bug related to `tidy.prcomp()` assigning the wrong PC labels from ""loadings"" and ""scores"" matrices (`#910` by `@​tavareshugo`)"
broom,95,c8f515d881f2bcd6b459d7abd5b104d8,Fixed `tidy.polr()` bug where p-values could only be returned if `exponentiate = FALSE`.
broom,96,1be0ee642b733186644941f10251be2b,"We have changed how we report degrees of freedom for `lm` objects (#212, #273). This is especially important for instructors in statistics courses. Previously the `df` column in `glance.lm()` reported the rank of the design matrix. Now it reports degrees of freedom of the numerator for the overall F-statistic. This is equal to the rank of the model matrix minus one (unless you omit an intercept column), so the new `df` should be the old `df` minus one."
broom,97,0ee4ab04956b8e7e0ca8d42b886aacbb,"We are moving away from supporting `summary.*()` objects. In particular, we have removed `tidy.summary.lm()` as part of a major overhaul of internals. Instead of calling `tidy()` on `summary`-like objects, please call `tidy()` directly on model objects moving forward."
broom,98,82ab054f6a2a9c7e15ce7f9e1d175fd5,"We have removed all support for the `quick` argument in `tidy()` methods. This is to simplify internals and is for maintainability purposes. We anticipate this will not influence many users as few people seemed to use it. If this majorly cramps your style, let us know, as we are considering a new verb to return only model parameters. In the meantime, `stats::coef()` together with `tibble::enframe()` provides most of the functionality of `tidy(..., quick = TRUE)`."
broom,99,5b1eb99601f1cab1369757c1b609a691,"All `conf.int` arguments now default to `FALSE`, and all `conf.level` arguments now default to `0.95`. This should primarily affect `tidy.survreg()`, which previously always returned confidence intervals, although there are some others."
broom,100,457e3c054abd3258a5c2c7b008f92957,"Tidiers for `emmeans`-objects use the arguments `conf.int` and `conf.level` instead of relying on the argument names native to the `emmeans::summary()`-methods (i.e., `infer` and `level`). Similarly, `multcomp`-tidiers now include a call to `summary()` as previous behavior was akin to setting the now removed argument `quick = TRUE`. Both families of tidiers now use the `adj.p.value` column name when appropriate. Finally, `emmeans`-, `multcomp`-, and `TukeyHSD`-tidiers now consistently use the column names `contrast` and `null.value` instead of `comparison`, `level1` and `level2`, or `lhs` and `rhs` (see #692)."
broom,101,eda5242fcc6d40bdcef4e28f5970601c,"Tidier methods for data frames, rowwise data frames, vectors and matrices"
broom,102,12fdbf6bb50b000f5dd72775dce42f4e,`bootstrap()`
broom,103,c586d454f11ef788ee150982343f46a7,`confint_tidy()`
broom,104,521f47dc83c36bf89d76e2e363f4b3ce,`fix_data_frame()`
broom,105,995578256d2e60ed1a0a77a3b70c9774,`finish_glance()`
broom,106,7e3e792517cd8148cc1298de016c2776,`augment.glmRob()`
broom,107,87307cb607c9f3e294c5c82e8be3ad3f,`tidy.table()` and `tidy.ftable()` have been deprecated in favor of `tibble::as_tibble()`
broom,108,322f9f79a578507c9e97ee8429a8ac7b,`tidy.summaryDefault()` and `glance.summaryDefault()` have been deprecated in favor of `skimr::skim()`
broom,109,a57eef09b19c85079042d54eb1fc8665,`tidy.brmsfit()`
broom,110,9d9cb5cd2b2d091ba423736c23c11183,"`tidy.merMod()`, `glance.merMod()`, `augment.merMod()`"
broom,111,998b8881955e335ec091277191673bdc,"`tidy.lme()`, `glance.lme()`, `augment.lme()`"
broom,112,c9b21dfe4045b7145e56b22ff6578a07,"`tidy.stanreg()`, `glance.stanreg()`"
broom,113,5bc88315ded29322bb8fd3278e4cbe76,"`tidyMCMC()`, `tidy.rjags()`, `tidy.stanfit()`"
broom,114,38c7e20c4f448efacd3f3386f517142b,"`augment.factanal()` now returns a tibble with columns names `.fs1`, `.fs2`, ..., instead of `factor1`, `factor2`, ... (#650)"
broom,115,ca248dd2285acbe6cf230c3e4f54da1f,"We have renamed the output of `augment.htest()`. In particular, we have renamed the `.residuals` column to `.resid` and the `.stdres` to `.std.resid` for consistency. These changes will only affect chi-squared tests."
broom,116,4b780735c5d9ac7b97d9dfb1d3fbf546,`tidy.ridgelm()` now always return a `GCV` column and never returns an `xm` column. (#533 by @​jmuhlenkamp)
broom,117,7af0fa883c72c6e4d6af7db770ee09a1,`tidy.dist()` no longer supports the `upper` argument.
broom,118,cf16b3a59112b3c213bd98624ee85b49,"If you pass a dataset to `augment()` via the `data` or `newdata` arguments, you are now guaranteed that the augmented dataset will have exactly the same number of rows as the original dataset. This differs from previous behavior primarily when there are missing values. Previously `augment()` would drop rows containing `NA`. This should no longer be the case."
broom,119,0153deb81814529821bb23441f4c4c6a,`augment.*()` methods no longer accept an `na.action` argument.
broom,120,0426fe0136059f8724b42f9358b018ee,"In previous versions, several `augment.*()` methods inherited the `augment.lm()` method, but required additions to the `augment.lm()` method itself. We have shifted away from this approach in favor of re-implementing many `augment.*()` methods as standalone methods making use of internal helper functions. As a result, `augment.lm()` and some related methods have deprecated (previously unused) arguments."
broom,121,3f48c91daf611c111de1c7a703b0afb7,`augment()` tries to give an informative error when `data` isn't the original training data.
broom,122,02b66e169261e25a3091f178207fbf43,The `.resid` column in the output of `augment().*` methods is now consistently defined as `y - y_hat`
broom,123,89243e7145d80030a6edaaa2009f8940,`anova` objects from the `car` package (#754)
broom,124,0baaf266b3727ca9d92d734331d76262,`pam` objects from the `cluster` package (#637 by @​abbylsmith)
broom,125,edf810652e089ca542beb5c26d1bffd6,`drm` objects from the `drc` package (#574 by @​edild)
broom,126,4cf4074de14dae2e321fc877a977eea9,`summary_emm` objects from the `emmeans` package (#691 by @​crsh)
broom,127,daa1e8127abd85dc832f3de59fca62df,`epi.2by2` objects from the `epiR` package (#711)
broom,128,e5b6916c2c8381e235eddd72d417b6a7,`fixest` objects from the `fixest` package (#785 by @​karldw)
broom,129,13fb0524c59d8343993ae1be18f3b1a0,`regsubsets` objects from the `leaps` package (#535)
broom,130,6e37445a8a856427ef35598da481aa6a,`lm.beta` objects from the `lm.beta` package (#545 by @​mattle24)
broom,131,2c63cdabc3ed35ec6d51ae49c6739449,"`rma` objects from the `metafor` package (#674 by @​malcolmbarrett, @​softloud)"
broom,132,1d7e3c2c68baa91e112190d4d5113db3,"`mfx`, `logitmfx`, `negbinmfx`, `poissonmfx`, `probitmfx`, and `betamfx` objects from the`mfx` package (#700 by @​grantmcdermott)"
broom,133,eaaa123f0e1b069c35cfe864fcc1b5cf,"`lmrob` and `glmrob` objects from the `robustbase` package (#205, #505)"
broom,134,017274f3216e0837a5c297c27e1c2589,`sarlm` objects from the `spatialreg` package (#847 by @​gregmacfarlane and @​petrhrobar)
broom,135,ad75a66128021cb67081ef7e33997621,`speedglm` objects from the `speedglm` package (#685)
broom,136,31b175f08b345559214513893f6dec90,`svyglm` objects from the `survey` package (#611)
broom,137,42d8784d8703bc3bed84ca3902fc5bf2,`systemfit` objects from the `systemfit` package (by @​jaspercooper)
broom,138,968bec9f2d9ffac02d864e344590e0cc,"We have restored a simplified version of `glance.aov()`, which used to inherit from the `glance.lm()` method and now contains only the following columns: `logLik`, `AIC`, `BIC, deviance`, `df.residual`, and `nobs` (see #212). Note that `tidy.aov()` gives more complete information about degrees of freedom in an `aov` object."
broom,139,130a3c3637696047367b99c9c6ee275b,`tidy.felm()` now has a `robust = TRUE/FALSE` option that supports robust and cluster standard errors. (#781 by @​kuriwaki)
broom,140,be95dfc0194f32a486770047434c3511,Make `.fitted` values respect `type.predict` argument of `augment.clm()`. (#617)
broom,141,211b699e982981a76a435baedd617b49,Return factor rather than numeric class predictions in `.fitted` of `augment.polr()`. (#619) Add an option to return `p.values` in `tidy.polr()`. (#833 by @​LukasWallrich)
broom,142,04ce3aa700a98301f40a86da46ea4045,`tidy.kmeans()` now uses the names of the input variables in the output by default. Set `col.names = NULL` to recover the old behavior.
broom,143,d47054810cdc4236b23eedaf5731a26f,"Previously, F-statistics for weak instruments were returned through `glance.ivreg()`. F-statistics are now returned through `tidy.ivreg(instruments = TRUE)`. Default is `tidy.ivreg(instruments = FALSE)`. `glance.ivreg()` still returns Wu-Hausman and Sargan test statistics."
broom,144,2020b2192a6916edd3e6ce09285110f2,`glance.biglm()` now returns a `df.residual` column.
broom,145,13c92dffef02bb0a32cd9d1f8be04dfb,"`tidy.prcomp()` argument `matrix` gained new options `""scores""`, `""loadings""`, and `""eigenvalues""`. (#557 by @​GegznaV)"
broom,146,96ffa9b6d13d1d834a25a541f5105784,`tidy_optim()` now provides the standard error if the Hessian is present. (#529 by @​billdenney)
broom,147,56528c7e7623829da2177f7d462ed2a5,`tidy.htest()` column names are now run through `make.names()` to ensure syntactic correctness. (#549 by @​karissawhiting)
broom,148,d258e75061d2dbc0b5d20b152874a3ae,`tidy.lmodel2()` now returns a `p.value` column. (#570)
broom,149,b59f935c3b6ca2b9d2e346d90d0a50c0,`tidy.lsmobj()` gained a `conf.int` argument for consistency with other tidiers.
broom,150,3371678865fdc8e35b05f76d0fcf8d9c,`tidy.polr()` now returns p-values if `p.values` is set to TRUE and the model does not contain factors with more than two levels.
broom,151,7d9d63eb284c1366acf0b68f30593bce,`tidy.zoo()` now doesn't change column names that have spaces or other special characters (previously they were converted to `data.frame` friendly column names by `make.names`.)
broom,152,d0e3e8d19a68375c5cee1e8359923846,`glance.lavaan()` now uses lavaan extractor functions instead of subsetting the fit object manually. (#835)
broom,153,42257eeb0a6f257020359dc7536b2225,`glance.lm()` no longer errors when only an intercept is provided as an explanatory variable. (#865)
broom,154,3c4f18d5d9077517f6a2318bdf57ac9e,"Bug fix for `tidy.survreg()` when `robust` is set to `TRUE` in model fitting (#842, #728)"
broom,155,5dbcc0bf09293a1ef8bd37f79d43db35,Bug fixes in `glance.lavaan()`: address confidence interval error (#577) and correct reported `nobs` and `norig` (#835)
broom,156,50f67d42b29312c91f4e8f9604c6f1ef,Bug fix in muhaz tidiers to ensure output is always a `tibble` (#824)
broom,157,abc56e971e9a4169373d58a5b1837aa8,Several `glance.*()` methods have been refactored in order to return a one-row tibble even when the model matrix is rank-deficient (#823)
broom,158,cfb4925a8945b6231f4915c8ce448c49,Bug fix to return confidence intervals correct in `tidy.drc()` (#798)
broom,159,26943f4018eae3e8c17012496135a1ba,"Added default methods for objects that subclass `glm` and `lm` in order to error more informatively. (#749, #736, #708, #186)"
broom,160,761ef2baef87220d03ca6ed9531ace0d,Bug fix to allow `augment.kmeans()` to work with masked data (#609)
broom,161,36d2e6742fb6c2360a53b18c10935773,Bug fix to allow `augment.Mclust()` to work on univariate data (#490)
broom,162,07ec87554c91a4556d96c3acacf44a3d,Bug fix to allow `tidy.htest()` to supports equal variances (#608)
broom,163,61e6d7cdb768f667e2dc938ca71bed9e,Bug fix to better allow `tidy.boot()` to support confidence intervals (#581)
broom,164,be873ad6bfb5ce1db526aa808b42e8ea,Bug fix for `tidy.polr()` when passed `conf.int = TRUE` (#498)
broom,165,5798888473fd7286d722c89170c6f898,"Many `glance()` methods now return a `nobs` column, which contains the number of data points used to fit the model! (#597 by @​vincentarelbundock)"
broom,166,32b1e78cdaafd4b562a7d99f13dfe6d7,"`tidy()` no longer checks for a log or logit link when `exponentiate = TRUE`, and we have refactored to remove extraneous `exponentiate` arguments. If you set `exponentiate = TRUE`, we assume you know what you are doing and that you want exponentiated coefficients (and confidence intervals if `conf.int = TRUE`) regardless of link function."
broom,167,918700ed723fb2060f9645a9950a5439,We now use `rlang::arg_match()` when possible instead of `arg.match()` to give more informative errors on argument mismatches.
broom,168,15add139dc735d33def7c347ac8264d6,The package's site has moved from https://broom.tidyverse.org/ to https://broom.tidymodels.org/.
broom,169,ee535ec0f4808fe805002f413685c28f,Revised several vignettes and moved them to the tidymodels.org website. The existing vignettes will now simply link to the revised versions.
broom,170,7140a40eec81e3ae440ef28a1782a41a,Many improvements to consistency and clarity of documentation.
broom,171,e536289cf737eac3c193b30c772e976b,Various warnings resulting from changes to the tidyr API in v1.0.0 have been fixed. (#870)
broom,172,5807a1e6f927f542274a99935044cba8,Removed dependencies on reshape2 and superseded functions in dplyr.
broom,173,a8f9f16dae36f7a78264bc27074ff0a3,All documentation now links to help files rather than topics.
broom,174,b19bcddd1717b3ab4edbdcc9ff6c9e6f,Moved core tests to the `modeltests` package.
broom,175,a73d8c79a9863fabfa3a087017f5bf5a,"Generally, after this release, the broom dev team will first ask that attempts to add tidier methods supporting a model object are first directed to the model-owning package. An article describing best practices in doing so can be found on the {tidymodels} website at https://www.tidymodels.org/learn/develop/broom/, and we will continue adding additional resources to that article as we develop them. In the case that the maintainer is uninterested in taking on the tidier methods, please note this in your issue or PR."
broom,176,514fcd8755b1337ced2db0c36ed52b74,Added a new vignette discussing how to implement new tidier methods in non-broom packages.
broom,177,d38225d02c5367331b0ca7b9e806b965,Fix failing CRAN checks to due `tibble 3.0.0` release. Removed `xergm` dependency.
broom,178,b76fe3d83bbc2167c8e2d37ccfc1ac9d,Remove tidiers for robust package and drop robust dependency (temporarily)
broom,179,cd46adbd71efd8b5d996227290282cbd,Fixes failing CRAN checks as the joineRML package has been removed from CRAN
broom,180,1803409ae094f2fba058fc0441b5579d,Fixes failing CRAN checks due to new matrix classing in R 4.0.0
broom,181,3ab567a52f6611f1f6f73a8f9f95253c,Fixes failing CRAN checks
broom,182,f133dd9b49b1de75508a371ea8aa206e,Changes to accommodate ergm 3.10 release. `tidy.ergm()` no longer has a `quick` argument. The old default of `quick = FALSE` is now the only option.
broom,183,4ba30e1718fe5ac89a120d7882c5c545,"`tidy()`, `glance()` and `augment()` are now re-exported from the [generics](https://github.com/r-lib/generics) package."
broom,184,c4ab722a5537614b1fcb7e4fde4e6d9e,"subsetting tibbles with `[`, which returns a tibble rather than a vector."
broom,185,f3ddeb9c31a2e8d779dc263d63062aa5,"setting rownames on tibbles, which is deprecated."
broom,186,7bee041bde5d351fca1bbb2261c56bc7,"using matrix and vector tidiers, now deprecated."
broom,187,139913ee164f7f93b949de7aaf55f475,handling the additional tibble classes `tbl_df` and `tbl` beyond the `data.frame` class
broom,188,0343d3b31fae31e08958b115af196985,linking to defunct documentation files -- broom recently moved all tidiers to a `roxygen2` template based documentation system.
broom,189,9a4a8fc498b3221d49c61ac53cafcdfa,"`vignette(""available-methods"", package = ""broom"")` contains a table detailing which tidying methods are available"
